aln	tcas	D.Symbol	D.Name	tcas_name	D.Chrom	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC007403	TcasGA2_TC007403	gnl|WGS:AAJJ|TC007403-PA	Nadsyn	NAD synthetase, isoform C	TcasGA2-TC007403	chromosome X	CM000279.2	5018342	5021011	2670	-	putative glutamine-dependent NAD(+) synthetase-like Protein	4
TcasGA2-TC007404	TcasGA2_TC007404	gnl|WGS:AAJJ|TC007404-PA	Set1	SET domain containing 1, isoform A	TcasGA2-TC007404	chromosome 3L	CM000279.2	5006688	5007111	424	-	hypothetical protein	4
TcasGA2-TC007405	TcasGA2_TC007405	gnl|WGS:AAJJ|TC007405-PA	IntS4	integrator 4	TcasGA2-TC007405	chromosome X	CM000279.2	5000239	5002723	2485	-	hypothetical protein	4
TcasGA2-TC007406	TcasGA2_TC007406	gnl|WGS:AAJJ|TC007406-PA	RpL9	ribosomal protein L9, isoform C	TcasGA2-TC007406	chromosome 2L	CM000279.2	4975939	4976831	893	-	60S ribosomal protein L9-like Protein	4
TcasGA2-TC007407	TcasGA2_TC007407	gnl|WGS:AAJJ|TC007407-PA	sxc	super sex combs, isoform B	TcasGA2-TC007407	chromosome 2R	CM000279.2	4959576	4961761	2186	-	Tetratricopeptide repeat protein 5-like Protein	4
TcasGA2-TC007408	TcasGA2_TC007408	gnl|WGS:AAJJ|TC007408-PA	BBIP1	uncharacterized protein Dmel_CG8135	TcasGA2-TC007408	chromosome 3R	CM000279.2	4956589	4956822	234	-	hypothetical protein	4
TcasGA2-TC007409	TcasGA2_TC007409	gnl|WGS:AAJJ|TC007409-PA	toy	twin of eyeless, isoform C	TcasGA2-TC007409	chromosome 4	CM000279.2	4920228	4940081	19854	-	twin of eyeless	4
TcasGA2-TC007410	TcasGA2_TC007410	gnl|WGS:AAJJ|TC007410-PA	CG4393	uncharacterized protein Dmel_CG4393, isoform C	TcasGA2-TC007410	chromosome 3R	CM000279.2	4907403	4913521	6119	-	Ankyrin repeat and SAM domain-containing protein 1A-like Protein	4
TcasGA2-TC007411	TcasGA2_TC007411	gnl|WGS:AAJJ|TC007411-PA	CG11122	uncharacterized protein Dmel_CG11122	TcasGA2-TC007411	chromosome X	CM000279.2	4897171	4900340	3170	-	hypothetical protein	4
TcasGA2-TC007414	TcasGA2_TC007414	gnl|WGS:AAJJ|TC007414-PA	CG7182	uncharacterized protein Dmel_CG7182, isoform B	TcasGA2-TC007414	chromosome 3L	CM000279.2	4831358	4837100	5743	-	hypothetical protein	4
TcasGA2-TC007419	TcasGA2_TC007419	gnl|WGS:AAJJ|TC007419-PA	Sox102F	Sox102F, isoform C	TcasGA2-TC007419	chromosome 4	CM000279.2	4763085	4765454	2370	-	hypothetical protein	4
TcasGA2-TC007420	TcasGA2_TC007420	gnl|WGS:AAJJ|TC007420-PA	CG5731	uncharacterized protein Dmel_CG5731	TcasGA2-TC007420	chromosome 2L	CM000279.2	4755231	4760276	5046	-	Alpha-N-acetylgalactosaminidase-like Protein	4
TcasGA2-TC007421	TcasGA2_TC007421	gnl|WGS:AAJJ|TC007421-PA	CG4806	uncharacterized protein Dmel_CG4806	TcasGA2-TC007421	chromosome 2R	CM000279.2	4751048	4753000	1953	-	RNA-binding protein 28-like Protein	4
TcasGA2-TC007422	TcasGA2_TC007422	gnl|WGS:AAJJ|TC007422-PA	Sec24AB	secretory 24AB, isoform B	TcasGA2-TC007422	chromosome 2R	CM000279.2	4746538	4750990	4453	-	Protein transport protein Sec24B-like Protein	4
TcasGA2-TC007423	TcasGA2_TC007423	gnl|WGS:AAJJ|TC007423-PA	Fgop2	fibroblast growth factor receptor 1 oncogene partner 2, isoform B	TcasGA2-TC007423	chromosome 2L	CM000279.2	4744843	4745820	978	-	Circulating cathodic antigen homolog-like Protein	4
TcasGA2-TC007424	TcasGA2_TC007424	gnl|WGS:AAJJ|TC007424-PA	CG34236	uncharacterized protein Dmel_CG34236, isoform B	TcasGA2-TC007424	chromosome 2R	CM000279.2	4741498	4743610	2113	-	hypothetical protein	4
TcasGA2-TC007425	TcasGA2_TC007425	gnl|WGS:AAJJ|TC007425-PA	Piezo	piezo, isoform O	TcasGA2-TC007425	chromosome 2L	CM000279.2	4717926	4718054	129	-	hypothetical protein	4
TcasGA2-TC007427	TcasGA2_TC007427	gnl|WGS:AAJJ|TC007427-PA	CG16786	uncharacterized protein Dmel_CG16786, isoform C	TcasGA2-TC007427	chromosome 2R	CM000279.2	4677132	4708090	30959	-	hypothetical protein	4
TcasGA2-TC007428	TcasGA2_TC007428	gnl|WGS:AAJJ|TC007428-PA	CG13492	uncharacterized protein Dmel_CG13492	TcasGA2-TC007428	chromosome 2R	CM000279.2	4674293	4675810	1518	-	hypothetical protein	4
TcasGA2-TC007429	TcasGA2_TC007429	gnl|WGS:AAJJ|TC007429-PA	Tsp2A	tetraspanin 2A, isoform B	TcasGA2-TC007429	chromosome X	CM000279.2	4655614	4672770	17157	-	hypothetical protein	4
TcasGA2-TC007430	TcasGA2_TC007430	gnl|WGS:AAJJ|TC007430-PA	Tsp2A	tetraspanin 2A, isoform B	TcasGA2-TC007430	chromosome X	CM000279.2	4632347	4644170	11824	-	hypothetical protein	4
TcasGA2-TC007431	TcasGA2_TC007431	gnl|WGS:AAJJ|TC007431-PA	Tmtc3	transmembrane and tetratricopeptide repeat containing 3, isoform A	TcasGA2-TC007431	chromosome 2R	CM000279.2	4611999	4628810	16812	-	Transmembrane and TPR repeat-containing protein CG4050-like Protein	4
TcasGA2-TC007433	TcasGA2_TC007433	gnl|WGS:AAJJ|TC007433-PA	CG3106	uncharacterized protein Dmel_CG3106, isoform B	TcasGA2-TC007433	chromosome X	CM000279.2	4546106	4551570	5465	-	Nose resistant to fluoxetine protein 6-like Protein	4
TcasGA2-TC007434	TcasGA2_TC007434	gnl|WGS:AAJJ|TC007434-PA	Ubr1	Ubr1 ubiquitin ligase, isoform B	TcasGA2-TC007434	chromosome X	CM000279.2	4514033	4520630	6598	-	E3 ubiquitin-protein ligase UBR1-like Protein	4
TcasGA2-TC007435	TcasGA2_TC007435	gnl|WGS:AAJJ|TC007435-PA	l(1)G0020	lethal (1) G0020, isoform A	TcasGA2-TC007435	chromosome X	CM000279.2	4508603	4513970	5368	-	Polycomb protein l(1)G0020-like Protein	4
TcasGA2-TC007436	TcasGA2_TC007436	gnl|WGS:AAJJ|TC007436-PA	r-l	rudimentary-like	TcasGA2-TC007436	chromosome 3R	CM000279.2	4506891	4508510	1620	-	Uridine 5'-monophosphate synthase-like Protein	4
TcasGA2-TC007437	TcasGA2_TC007437	gnl|WGS:AAJJ|TC007437-PA	Dpy-30L2	Dpy-30-like 2, isoform B	TcasGA2-TC007437	chromosome 3L	CM000279.2	4506172	4506840	669	-	Protein dpy-30 homolog-like Protein	4
TcasGA2-TC007438	TcasGA2_TC007438	gnl|WGS:AAJJ|TC007438-PA	mldr	mulder, isoform B	TcasGA2-TC007438	chromosome X	CM000279.2	4496832	4498682	1851	-	Mitochondrial ribonuclease P protein 3-like Protein	4
TcasGA2-TC007439	TcasGA2_TC007439	gnl|WGS:AAJJ|TC007439-PA	crm	cramped, isoform A	TcasGA2-TC007439	chromosome X	CM000279.2	4487263	4492410	5148	-	hypothetical protein	4
TcasGA2-TC007440	TcasGA2_TC007440	gnl|WGS:AAJJ|TC007440-PA	CG42399	uncharacterized protein Dmel_CG42399, isoform C	TcasGA2-TC007440	chromosome 2L	CM000279.2	4480879	4485790	4912	-	hypothetical protein	4
TcasGA2-TC007441	TcasGA2_TC007441	gnl|WGS:AAJJ|TC007441-PA	CG42399	uncharacterized protein Dmel_CG42399, isoform B	TcasGA2-TC007441	chromosome 2L	CM000279.2	4477244	4479470	2227	-	hypothetical protein	4
TcasGA2-TC007442	TcasGA2_TC007442	gnl|WGS:AAJJ|TC007442-PA	CG10864	uncharacterized protein Dmel_CG10864	TcasGA2-TC007442	chromosome 3R	CM000279.2	4418072	4421120	3049	-	hypothetical protein	4
TcasGA2-TC007443	TcasGA2_TC007443	gnl|WGS:AAJJ|TC007443-PA	CG9578	uncharacterized protein Dmel_CG9578	TcasGA2-TC007443	chromosome X	CM000279.2	4401515	4403010	1496	-	TIP41-like protein	4
TcasGA2-TC007444	TcasGA2_TC007444	gnl|WGS:AAJJ|TC007444-PA	eIF5B	eukaryotic translation initiation factor 5B, isoform C	TcasGA2-TC007444	chromosome 3L	CM000279.2	4384798	4401390	16593	-	Eukaryotic translation initiation factor 5B-like Protein	4
TcasGA2-TC007445	TcasGA2_TC007445	gnl|WGS:AAJJ|TC007445-PA	Zfrp8	zinc finger protein RP-8, isoform B	TcasGA2-TC007445	chromosome 2R	CM000279.2	4378431	4378658	228	-	hypothetical protein	4
TcasGA2-TC007446	TcasGA2_TC007446	gnl|WGS:AAJJ|TC007446-PA	sty	sprouty, isoform B	TcasGA2-TC007446	chromosome 3L	CM000279.2	4357085	4362270	5186	-	sprouty	4
TcasGA2-TC007447	TcasGA2_TC007447	gnl|WGS:AAJJ|TC007447-PA	Edem1	ER degradation enhancer, mannosidase alpha-like 1, isoform D	TcasGA2-TC007447	chromosome X	CM000279.2	4348153	4350530	2378	-	Mannosyl-oligosaccharide alpha-1,2-mannosidase isoform A-like Protein	4
TcasGA2-TC007448	TcasGA2_TC007448	gnl|WGS:AAJJ|TC007448-PA	Pvf1	PDGF- and VEGF-related factor 1, isoform C	TcasGA2-TC007448	chromosome X	CM000279.2	4341393	4344480	3088	-	hypothetical protein	4
TcasGA2-TC007449	TcasGA2_TC007449	gnl|WGS:AAJJ|TC007449-PA	CG33981	fab1 kinase, isoform A	TcasGA2-TC007449	chromosome 2R	CM000279.2	4326928	4339494	12567	-	hypothetical protein	4
TcasGA2-TC007450	TcasGA2_TC007450	gnl|WGS:AAJJ|TC007450-PA	trol	terribly reduced optic lobes, isoform AG	TcasGA2-TC007450	chromosome X	CM000279.2	4310811	4316048	5238	-	hypothetical protein	4
TcasGA2-TC007451	TcasGA2_TC007451	gnl|WGS:AAJJ|TC007451-PA	dap	dacapo	TcasGA2-TC007451	chromosome 2R	CM000279.2	4308507	4309900	1394	-	Cyclin-dependent kinase inhibitor 1-like Protein	4
TcasGA2-TC007452	TcasGA2_TC007452	gnl|WGS:AAJJ|TC007452-PA	Hipk	homeodomain interacting protein kinase, isoform C	TcasGA2-TC007452	chromosome 3L	CM000279.2	4283507	4293100	9594	-	Homeodomain-interacting protein kinase 2-like Protein	4
TcasGA2-TC007453	TcasGA2_TC007453	gnl|WGS:AAJJ|TC007453-PA	Nf-YA	nuclear factor Y-box A	TcasGA2-TC007453	chromosome 3L	CM000279.2	4277649	4280980	3332	-	Nuclear transcription factor Y subunit alpha-like Protein	4
TcasGA2-TC007454	TcasGA2_TC007454	gnl|WGS:AAJJ|TC007454-PA	Ufm1	Ubiquitin-fold modifier 1, isoform A	TcasGA2-TC007454	chromosome 2R	CM000279.2	4275728	4277440	1713	-	Ubiquitin-fold modifier 1-like Protein	4
TcasGA2-TC007455	TcasGA2_TC007455	gnl|WGS:AAJJ|TC007455-PA	CG31798	uncharacterized protein Dmel_CG31798, isoform B	TcasGA2-TC007455	chromosome 2L	CM000279.2	4268033	4269660	1628	-	Tetratricopeptide repeat protein 29-like Protein	4
TcasGA2-TC007456	TcasGA2_TC007456	gnl|WGS:AAJJ|TC007456-PA	Meics	meiotic central spindle, isoform A	TcasGA2-TC007456	chromosome 3L	CM000279.2	4264559	4266160	1602	-	Zinc finger protein 782-like Protein	4
TcasGA2-TC007457	TcasGA2_TC007457	gnl|WGS:AAJJ|TC007457-PA	lmgA	lemming A, isoform A	TcasGA2-TC007457	chromosome 2L	CM000279.2	4263924	4264510	587	-	RING-box protein 1A-like Protein	4
TcasGA2-TC007458	TcasGA2_TC007458	gnl|WGS:AAJJ|TC007458-PA	lmgA	lemming B, isoform A	TcasGA2-TC007458	chromosome 2L	CM000279.2	4258170	4262875	4706	-	hypothetical protein	4
TcasGA2-TC007459	TcasGA2_TC007459	gnl|WGS:AAJJ|TC007459-PA	SiaT	sialyltransferase, isoform A	TcasGA2-TC007459	chromosome 2R	CM000279.2	4222313	4225584	3272	-	hypothetical protein	4
TcasGA2-TC007461	TcasGA2_TC007461	gnl|WGS:AAJJ|TC007461-PA	MTPAP	mitochondrial poly(A) polymerase, isoform B	TcasGA2-TC007461	chromosome X	CM000279.2	4179122	4179334	213	-	hypothetical protein	4
TcasGA2-TC007462	TcasGA2_TC007462	gnl|WGS:AAJJ|TC007462-PA	Sec16	secretory 16, isoform I	TcasGA2-TC007462	chromosome X	CM000279.2	4150142	4150429	288	-	hypothetical protein	4
TcasGA2-TC007463	TcasGA2_TC007463	gnl|WGS:AAJJ|TC007463-PA	CG7810	uncharacterized protein Dmel_CG7810	TcasGA2-TC007463	chromosome 2L	CM000279.2	4135183	4137216	2034	-	hypothetical protein	4
TcasGA2-TC007464	TcasGA2_TC007464	gnl|WGS:AAJJ|TC007464-PA	CG13272	uncharacterized protein Dmel_CG13272, isoform B	TcasGA2-TC007464	chromosome 2L	CM000279.2	4130144	4135136	4993	-	hypothetical protein	4
TcasGA2-TC007465	TcasGA2_TC007465	gnl|WGS:AAJJ|TC007465-PA	CG10621	uncharacterized protein Dmel_CG10621, isoform B	TcasGA2-TC007465	chromosome 2L	CM000279.2	4098749	4100066	1318	-	Homocysteine S-methyltransferase 1-like Protein	4
TcasGA2-TC007466	TcasGA2_TC007466	gnl|WGS:AAJJ|TC007466-PA	CG3164	uncharacterized protein Dmel_CG3164, isoform A	TcasGA2-TC007466	chromosome 2L	CM000279.2	4082376	4091666	9291	-	Protein white-like Protein	4
TcasGA2-TC007467	TcasGA2_TC007467	gnl|WGS:AAJJ|TC007467-PA	CG4822	uncharacterized protein Dmel_CG4822, isoform E	TcasGA2-TC007467	chromosome 2L	CM000279.2	4074968	4079671	4704	-	Protein white-like Protein	4
TcasGA2-TC007470	TcasGA2_TC007470	gnl|WGS:AAJJ|TC007470-PA	CG17646	uncharacterized protein Dmel_CG17646, isoform A	TcasGA2-TC007470	chromosome 2L	CM000279.2	4040766	4049514	8749	-	Protein white-like Protein	4
TcasGA2-TC007472	TcasGA2_TC007472	gnl|WGS:AAJJ|TC007472-PA	lsn	larsen	TcasGA2-TC007472	chromosome 3R	CM000279.2	4001367	4002284	918	-	Vacuolar-sorting protein SNF8-like Protein	4
TcasGA2-TC007473	TcasGA2_TC007473	gnl|WGS:AAJJ|TC007473-PA	HDAC11	histone deacetylase 11, isoform B	TcasGA2-TC007473	chromosome 3R	CM000279.2	3997492	3998864	1373	-	Histone deacetylase Rpd3-like Protein	4
TcasGA2-TC007475	TcasGA2_TC007475	gnl|WGS:AAJJ|TC007475-PA	Gycbeta100B	guanylyl cyclase beta-subunit at 100B	TcasGA2-TC007475	chromosome 3R	CM000279.2	3936047	3942857	6811	-	Soluble guanylate cyclase 88E-like Protein	4
TcasGA2-TC007476	TcasGA2_TC007476	gnl|WGS:AAJJ|TC007476-PA	CG31559	uncharacterized protein Dmel_CG31559	TcasGA2-TC007476	chromosome 3R	CM000279.2	3916333	3935423	19091	-	Glutaredoxin domain-containing cysteine-rich protein CG31559-like Protein	4
TcasGA2-TC007477	TcasGA2_TC007477	gnl|WGS:AAJJ|TC007477-PA	Syt1	synaptotagmin 1, isoform E	TcasGA2-TC007477	chromosome 2L	CM000279.2	3905708	3914473	8766	-	Synaptotagmin 1-like Protein	4
TcasGA2-TC007478	TcasGA2_TC007478	gnl|WGS:AAJJ|TC007478-PA	CG14185	uncharacterized protein Dmel_CG14185	TcasGA2-TC007478	chromosome 3L	CM000279.2	3904486	3905573	1088	-	Leucine-rich repeat-containing protein 56-like Protein	4
TcasGA2-TC007479	TcasGA2_TC007479	gnl|WGS:AAJJ|TC007479-PA	CG16979	uncharacterized protein Dmel_CG16979	TcasGA2-TC007479	chromosome 3L	CM000279.2	3902200	3904433	2234	-	putative Ufm1-specific protease 2-like Protein	4
TcasGA2-TC007480	TcasGA2_TC007480	gnl|WGS:AAJJ|TC007480-PA	CG4281	uncharacterized protein Dmel_CG4281	TcasGA2-TC007480	chromosome X	CM000279.2	3893459	3895153	1695	-	hypothetical protein	4
TcasGA2-TC007481	TcasGA2_TC007481	gnl|WGS:AAJJ|TC007481-PA	Sik2	Salt-inducible kinase 2	TcasGA2-TC007481	chromosome X	CM000279.2	3882408	3892853	10446	-	Serine/threonine-protein kinase SIK2-like Protein	4
TcasGA2-TC007486	TcasGA2_TC007486	gnl|WGS:AAJJ|TC007486-PA	CG1582	uncharacterized protein Dmel_CG1582, isoform B	TcasGA2-TC007486	chromosome X	CM000279.2	3843332	3848603	5272	-	Dosage compensation regulator-like Protein	4
TcasGA2-TC007491	TcasGA2_TC007491	gnl|WGS:AAJJ|TC007491-PA	tko	technical knockout, isoform C	TcasGA2-TC007491	chromosome X	CM000279.2	3769689	3772663	2975	-	40S ribosomal protein S12, mitochondrial-like Protein	4
TcasGA2-TC007492	TcasGA2_TC007492	gnl|WGS:AAJJ|TC007492-PA	gt	giant	TcasGA2-TC007492	chromosome X	CM000279.2	3765584	3766803	1220	-	giant	4
TcasGA2-TC007493	TcasGA2_TC007493	gnl|WGS:AAJJ|TC007493-PA	BBIP1	uncharacterized protein Dmel_CG8135	TcasGA2-TC007493	chromosome 3R	CM000279.2	3755971	3756513	543	-	hypothetical protein	4
TcasGA2-TC007494	TcasGA2_TC007494	gnl|WGS:AAJJ|TC007494-PA	CG14511	uncharacterized protein Dmel_CG14511	TcasGA2-TC007494	chromosome 3R	CM000279.2	3746163	3747273	1111	-	hypothetical protein	4
TcasGA2-TC007497	TcasGA2_TC007497	gnl|WGS:AAJJ|TC007497-PA	Gdi	GDP dissociation inhibitor, isoform B	TcasGA2-TC007497	chromosome 2L	CM000279.2	3714306	3716513	2208	-	Rab proteins geranylgeranyltransferase component A-like Protein	4
TcasGA2-TC007498	TcasGA2_TC007498	gnl|WGS:AAJJ|TC007498-PA	Yippee	yippee, isoform A	TcasGA2-TC007498	chromosome X	CM000279.2	3710322	3711243	922	-	Protein yippee-like Protein	4
TcasGA2-TC007499	TcasGA2_TC007499	gnl|WGS:AAJJ|TC007499-PA	bbx	bobby sox, isoform C	TcasGA2-TC007499	chromosome X	CM000279.2	3704199	3710233	6035	-	hypothetical protein	4
TcasGA2-TC007500	TcasGA2_TC007500	gnl|WGS:AAJJ|TC007500-PA	OtopLb	Otopetrin-like b, isoform C	TcasGA2-TC007500	chromosome 2L	CM000279.2	3695743	3702203	6461	-	hypothetical protein	4
TcasGA2-TC007504	TcasGA2_TC007504	gnl|WGS:AAJJ|TC007504-PA	Sgs4	salivary gland secretion 4	TcasGA2-TC007504	chromosome X	CM000279.2	3565413	3636196	70784	-	hypothetical protein	4
TcasGA2-TC007506	TcasGA2_TC007506	gnl|WGS:AAJJ|TC007506-PA	pdgy	pudgy, isoform B	TcasGA2-TC007506	chromosome X	CM000279.2	3553254	3557278	4025	-	hypothetical protein	4
TcasGA2-TC007507	TcasGA2_TC007507	gnl|WGS:AAJJ|TC007507-PA	Brms1	BRMS1 transcriptional repressor	TcasGA2-TC007507	chromosome X	CM000279.2	3552201	3553148	948	-	Breast cancer metastasis-suppressor 1-like protein	4
TcasGA2-TC007508	TcasGA2_TC007508	gnl|WGS:AAJJ|TC007508-PA	PIG-X	phosphatidylinositol glycan anchor biosynthesis class X, isoform B	TcasGA2-TC007508	chromosome 2R	CM000279.2	3548317	3549826	1510	-	Phosphatidylinositol-glycan biosynthesis class X protein-like Protein	4
TcasGA2-TC007509	TcasGA2_TC007509	gnl|WGS:AAJJ|TC007509-PA	BubR1	Bub1-related kinase	TcasGA2-TC007509	chromosome 2R	CM000279.2	3540757	3541269	513	-	hypothetical protein	4
TcasGA2-TC007510	TcasGA2_TC007510	gnl|WGS:AAJJ|TC007510-PA	CG46312	eukaryotic translation initiation factor 5, isoform B	TcasGA2-TC007510	chromosome X	CM000279.2	3537860	3539728	1869	-	Eukaryotic translation initiation factor 5-like Protein	4
TcasGA2-TC007511	TcasGA2_TC007511	gnl|WGS:AAJJ|TC007511-PA	CG1998	uncharacterized protein Dmel_CG1998, isoform C	TcasGA2-TC007511	chromosome X	CM000279.2	3532541	3534788	2248	-	Fatty acid hydroxylase domain-containing protein 2-like Protein	4
TcasGA2-TC007512	TcasGA2_TC007512	gnl|WGS:AAJJ|TC007512-PA	p	pink, isoform B	TcasGA2-TC007512	chromosome 3R	CM000279.2	3476454	3479158	2705	-	hypothetical protein	4
TcasGA2-TC007513	TcasGA2_TC007513	gnl|WGS:AAJJ|TC007513-PA	mud	mushroom body defect, isoform H	TcasGA2-TC007513	chromosome X	CM000279.2	3473208	3476238	3031	-	hypothetical protein	4
TcasGA2-TC007514	TcasGA2_TC007514	gnl|WGS:AAJJ|TC007514-PA	CG15814	uncharacterized protein Dmel_CG15814, isoform A	TcasGA2-TC007514	chromosome X	CM000279.2	3471766	3473118	1353	-	RING finger protein 121-like Protein	4
TcasGA2-TC007515	TcasGA2_TC007515	gnl|WGS:AAJJ|TC007515-PA	Synd	syndapin, isoform B	TcasGA2-TC007515	chromosome 3R	CM000279.2	3463481	3471568	8088	-	Protein kinase C and casein kinase substrate in neurons protein 1-like Protein	4
TcasGA2-TC007516	TcasGA2_TC007516	gnl|WGS:AAJJ|TC007516-PA	Dhc36C	dynein heavy chain at 36C, isoform C	TcasGA2-TC007516	chromosome 2L	CM000279.2	3454213	3462570	8358	-	Dynein heavy chain 1, axonemal-like Protein	4
TcasGA2-TC007517	TcasGA2_TC007517	gnl|WGS:AAJJ|TC007517-PA	Dhc36C	dynein heavy chain at 36C, isoform B	TcasGA2-TC007517	chromosome 2L	CM000279.2	3440471	3451158	10688	-	Dynein heavy chain, cytoplasmic-like Protein	4
TcasGA2-TC007518	TcasGA2_TC007518	gnl|WGS:AAJJ|TC007518-PA	CG11257	uncharacterized protein Dmel_CG11257	TcasGA2-TC007518	chromosome 2R	CM000279.2	3441774	3442141	368	-	hypothetical protein	4
TcasGA2-TC007521	TcasGA2_TC007521	gnl|WGS:AAJJ|TC007521-PA	ArgRS	Arginyl-tRNA synthetase	TcasGA2-TC007521	chromosome X	CM000279.2	3422222	3424488	2267	-	putative arginine--tRNA ligase, cytoplasmic-like Protein	4
TcasGA2-TC007522	TcasGA2_TC007522	gnl|WGS:AAJJ|TC007522-PA	ergic53	ergic53, isoform A	TcasGA2-TC007522	chromosome 3L	CM000279.2	3416348	3416685	338	-	hypothetical protein	4
TcasGA2-TC007523	TcasGA2_TC007523	gnl|WGS:AAJJ|TC007523-PA	Oseg6	outer segment 6	TcasGA2-TC007523	chromosome 2R	CM000279.2	3407343	3412488	5146	-	WD repeat-containing protein 19-like Protein	4
TcasGA2-TC007524	TcasGA2_TC007524	gnl|WGS:AAJJ|TC007524-PA	Rab3-GEF	Rab3 GDP-GTP exchange factor, isoform L	TcasGA2-TC007524	chromosome X	CM000279.2	3395289	3400442	5154	-	hypothetical protein	4
TcasGA2-TC007525	TcasGA2_TC007525	gnl|WGS:AAJJ|TC007525-PA	Bx	beadex, isoform D	TcasGA2-TC007525	chromosome X	CM000279.2	3376211	3400358	24148	-	Rhombotin-1-like Protein	4
TcasGA2-TC007526	TcasGA2_TC007526	gnl|WGS:AAJJ|TC007526-PA	CG33156	uncharacterized protein Dmel_CG33156, isoform A	TcasGA2-TC007526	chromosome 2R	CM000279.2	3365506	3365742	237	-	hypothetical protein	4
TcasGA2-TC007527	TcasGA2_TC007527	gnl|WGS:AAJJ|TC007527-PA	nAChRalpha3	nicotinic acetylcholine receptor alpha3, isoform C	TcasGA2-TC007527	chromosome X	CM000279.2	3362083	3362424	342	-	hypothetical protein	4
TcasGA2-TC007528	TcasGA2_TC007528	gnl|WGS:AAJJ|TC007528-PA	tweek	tweek, isoform F	TcasGA2-TC007528	chromosome 2L	CM000279.2	3323713	3324688	976	-	hypothetical protein	4
TcasGA2-TC007529	TcasGA2_TC007529	gnl|WGS:AAJJ|TC007529-PA	bsf	bicoid stability factor	TcasGA2-TC007529	chromosome 2L	CM000279.2	3315752	3319998	4247	-	Leucine-rich PPR motif-containing protein, mitochondrial-like Protein	4
TcasGA2-TC007530	TcasGA2_TC007530	gnl|WGS:AAJJ|TC007530-PA	Slh	SLY-1 homologous, isoform G	TcasGA2-TC007530	chromosome 2L	CM000279.2	3307930	3311308	3379	-	Protein sly1 homolog-like Protein	4
TcasGA2-TC007531	TcasGA2_TC007531	gnl|WGS:AAJJ|TC007531-PA	Tsp74F	tetraspanin 74F, isoform B	TcasGA2-TC007531	chromosome 3L	CM000279.2	3306888	3308208	1321	-	Tetraspanin-11-like Protein	4
TcasGA2-TC007532	TcasGA2_TC007532	gnl|WGS:AAJJ|TC007532-PA	Tsp74F	tetraspanin 74F, isoform B	TcasGA2-TC007532	chromosome 3L	CM000279.2	3303914	3306520	2607	-	hypothetical protein	4
TcasGA2-TC007533	TcasGA2_TC007533	gnl|WGS:AAJJ|TC007533-PA	CG11760	uncharacterized protein Dmel_CG11760	TcasGA2-TC007533	chromosome 3R	CM000279.2	3301444	3302028	585	-	hypothetical protein	4
TcasGA2-TC007534	TcasGA2_TC007534	gnl|WGS:AAJJ|TC007534-PA	CanB2	calcineurin B2, isoform B	TcasGA2-TC007534	chromosome 2R	CM000279.2	3294942	3296908	1967	-	Calcineurin subunit B type 2-like Protein	4
TcasGA2-TC007535	TcasGA2_TC007535	gnl|WGS:AAJJ|TC007535-PA	Cap-D2	CAP-D2 condensin subunit	TcasGA2-TC007535	chromosome 3R	CM000279.2	3282831	3287658	4828	-	CAP-D2 condensin subunit	4
TcasGA2-TC007536	TcasGA2_TC007536	gnl|WGS:AAJJ|TC007536-PA	CCKLR-17D1	Cholecystokinin-like receptor at 17D1	TcasGA2-TC007536	chromosome X	CM000279.2	3247620	3253538	5919	-	Tyramine/octopamine receptor-like Protein	4
TcasGA2-TC007539	TcasGA2_TC007539	gnl|WGS:AAJJ|TC007539-PA	Alp4	alkaline phosphatase 4, isoform A	TcasGA2-TC007539	chromosome 3R	CM000279.2	3185207	3187266	2060	-	Alkaline phosphatase 4-like Protein	4
TcasGA2-TC007554	TcasGA2_TC007554	gnl|WGS:AAJJ|TC007554-PA	Pisd	phosphatidylserine decarboxylase, isoform A	TcasGA2-TC007554	chromosome 3R	CM000279.2	3057319	3062355	5037	-	hypothetical protein	4
TcasGA2-TC007555	TcasGA2_TC007555	gnl|WGS:AAJJ|TC007555-PA	trp	transient receptor potential, isoform A	TcasGA2-TC007555	chromosome 3R	CM000279.2	3054595	3055175	581	-	hypothetical protein	4
TcasGA2-TC007556	TcasGA2_TC007556	gnl|WGS:AAJJ|TC007556-PA	CG32751	uncharacterized protein Dmel_CG32751, isoform A	TcasGA2-TC007556	chromosome X	CM000279.2	3039508	3041145	1638	-	hypothetical protein	4
TcasGA2-TC007557	TcasGA2_TC007557	gnl|WGS:AAJJ|TC007557-PA	Ank2	ankyrin 2, isoform Y	TcasGA2-TC007557	chromosome 3L	CM000279.2	3031963	3039280	7318	-	hypothetical protein	4
TcasGA2-TC007558	TcasGA2_TC007558	gnl|WGS:AAJJ|TC007558-PA	Noa36	Noa36	TcasGA2-TC007558	chromosome 3R	CM000279.2	3030574	3031811	1238	-	Zinc finger protein 330 homolog-like Protein	4
TcasGA2-TC007559	TcasGA2_TC007559	gnl|WGS:AAJJ|TC007559-PA	CG5038	uncharacterized protein Dmel_CG5038	TcasGA2-TC007559	chromosome 3R	CM000279.2	3025794	3030235	4442	-	hypothetical protein	4
